gene_set,num_genes,member_genes,max_amplitude,mean_ZT0,ci_lo_ZT0,ci_hi_ZT0,mean_ZT6,ci_lo_ZT6,ci_hi_ZT6,mean_ZT12,ci_lo_ZT12,ci_hi_ZT12,mean_ZT18,ci_lo_ZT18,ci_hi_ZT18
REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS,28,Prex2;Camk2b;Fgfr2;Csnk2a2;Mecom;Pdgfb;Trib3;Ppp2cb;Tnks2;Psmd9;Pik3r3;Egr1;Adcy7;Nr4a1;Cdkn1a;Ereg;Il33;Fgf7;Cbx4;Pip4k2a;Ubc;Rbbp4;Prkcd;Adcy5;Jun;Irs2;Psmb8;Uba52,0.235361,-0.14775,-0.295165,-0.034688,-0.251843,-0.395033,-0.101272,-0.016482,-0.128656,0.083617,-0.094924,-0.235968,0.001017
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS,6,Rock1;Dsp;Stk24;Stk26;Prkcd;Plec,0.232226,-0.050062,-0.330901,0.172123,-0.27461,-0.527171,-0.065225,-0.100531,-0.341012,0.099112,-0.042385,-0.217071,0.137817
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL,14,Cd74;Glg1;Angpt2;Angpt4;Slc7a5;Itga4;Atp1b1;Jam2;Slc16a1;Pf4;Ppia;Ighm;Itgb3;Pecam1,0.231714,-0.177579,-0.428648,0.065907,-0.017599,-0.230121,0.206736,-0.166268,-0.348799,0.064382,-0.249312,-0.484686,-0.066435
REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,16,Adrb1;Xk;Edn1;Htr2a;C3;Htr1b;Adora1;Pf4;Npy1r;Tshr;Ccl19;Penk;Drd1;Cck;Nmb;S1pr3,0.223667,-0.156804,-0.373238,0.110085,-0.008967,-0.241397,0.15718,-0.224832,-0.410027,-0.0414,-0.232635,-0.430472,-0.042606
REACTOME_M_PHASE,19,Csnk2a2;Dync1i2;Hsp90aa1;Cep152;Ppp2cb;Tubb4a;Psmd9;Cenpa;Cdc20;Stag1;Haus8;Lpin3;Lpin1;Cdca8;Ubc;Tuba1a;Tuba1c;Psmb8;Uba52,0.21957,-0.042075,-0.215052,0.142416,-0.194362,-0.391748,-0.036067,0.0046,-0.140588,0.190288,0.025208,-0.17607,0.147436
REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION,13,Ppp2cb;Id2;Id3;F3;Sgk1;Egr1;Egr2;Fosb;Id1;Rrad;Fos;Id4;Trib1,0.214937,-0.105226,-0.264784,0.066476,-0.226438,-0.384863,-0.044324,-0.084717,-0.226948,0.038213,-0.011502,-0.171487,0.137341
REACTOME_BIOLOGICAL_OXIDATIONS,21,Cyp26b1;Fmo3;Fmo1;Dpep1;Gstp1;Fmo2;Gstz1;Abhd14b;Por;Chac1;Cyp1b1;Ephx1;Cyp39a1;Gsto1;Acss1;Cmbl;Gsta4;Oplah;Sult1a1;As3mt;Gstt1,0.214679,-0.21214,-0.389596,-0.041821,0.002539,-0.133746,0.164341,-0.19054,-0.355456,-0.020543,-0.144757,-0.269236,0.002325
REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_IN_THE_PRESENCE_OF_LIGAND,16,Fkbp4;Dync1i2;Hsp90aa1;Pgr;Dnaja1;Fkbp5;Tubb4a;Hspa8;Dnajb1;Dnaja4;Tuba1a;Tuba1c;Stip1;Hspa1b;Hspa1a;Hspa1l,0.209699,-0.208012,-0.334713,-0.059927,-0.334188,-0.482177,-0.177445,-0.298657,-0.45743,-0.139049,-0.124488,-0.250742,0.002196
REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT,22,Csnk2a2;Ppp2cb;Tnks2;Psmd9;Wnt5a;Sox9;Myc;Wnt9a;Sfrp2;Rspo3;Tcf7l2;Ubc;Wnt4;Ryk;Leo1;Axin2;Fzd4;Fzd8;Bcl9l;Tle1;Psmb8;Uba52,0.204348,0.009462,-0.131961,0.170036,-0.194886,-0.327459,-0.053798,-0.019966,-0.141075,0.134026,0.004467,-0.155406,0.124122
REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION,18,Camk2b;Actn2;Ncald;Tubb4a;Adcy7;Chrna1;Grip2;Nrgn;Prkaa2;Tuba1a;Tuba1c;Adcy5;Akap5;Plcb1;Gng2;Ap2a1;Gng10;Gabrq,0.19872,-0.039812,-0.203066,0.143759,-0.176978,-0.346886,-0.031203,0.021742,-0.157089,0.239559,-0.106774,-0.226152,0.070092
REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,28,Camk2b;Fgfr2;Actn2;Cdc14a;Pdgfb;Ppp2cb;Hspb1;Vwf;Psmd9;Dusp1;Ereg;Dnajb1;Myc;Fgf7;Iqgap1;Rgl1;Ubc;Kalrn;Cdc42ep3;Nrtn;Jun;Dusp8;Il3ra;Irs2;Mapk12;Psmb8;Uba52;Itgb3,0.189224,-0.0788,-0.210267,0.064999,-0.229553,-0.353979,-0.1052,-0.040328,-0.170248,0.080278,-0.078512,-0.178919,0.047923
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS,21,Camk2b;Pde4a;Rgs17;Ppp2cb;Adcy7;C3;Ppp1r1b;Htr1b;Gna14;Adora1;Pf4;Prkcd;Npy1r;Ccl19;Adcy5;Penk;Plcb1;Pde4b;Gng2;S1pr3;Gng10,0.182179,-0.160974,-0.381291,0.032377,-0.032395,-0.191199,0.144127,-0.190899,-0.335168,-0.054466,-0.214573,-0.402605,-0.051072
